LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,BILL_MEAN
390000,1,1,2,34,-1,-1,-1,-1,-1,-1,524.0,1790.0,7957.0,3044.0,12465.5,11219.0,8987.0
50000,1,1,1,58,0,0,0,0,0,0,2000.0,1703.0,1406.0,721.0,645.0,658.0,39089.166666666664
150000,2,1,1,29,0,0,2,0,0,0,3000.0,2.0,5000.0,2000.0,1500.0,2107.0,19801.166666666668
20000,1,2,2,22,0,0,0,0,0,0,1279.0,1408.0,1180.0,1000.0,500.0,500.0,19446.333333333332
240000,2,2,1,35,-2,-2,-2,-2,-2,-2,7375.0,4908.0,5638.0,2587.0,4127.0,4942.0,5003.5
210000,2,1,2,39,-1,-1,-1,-1,0,-1,15071.0,3702.0,3673.0,0.0,384.0,0.0,5948.0
100000,2,3,2,48,-2,-2,-2,-2,-2,-2,894.0,0.0,0.0,1639.0,923.0,0.0,979.6666666666666
100000,2,1,2,30,3,3,2,2,2,2,2000.0,4400.0,3700.0,4700.0,3300.0,3700.0,98398.83333333333
300000,2,3,1,41,1,-1,-1,-1,-2,-1,1018.0,687.0,1144.0,0.0,67.0,0.0,485.6666666666667
100000,2,2,1,33,0,0,0,0,-2,-2,8000.0,5000.0,0.0,0.0,0.0,0.0,44248.166666666664
200000,2,2,2,39,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,2894.0,210.0,2595.0,997.3333333333334
300000,2,1,2,33,1,-2,-1,0,-1,-1,0.0,12351.0,0.0,5245.0,7000.0,0.0,6015.833333333333
100000,2,2,1,41,-1,-1,-1,-1,-1,0,0.0,368.0,0.0,1900.0,0.0,1145.0,798.1666666666666
100000,2,1,2,29,0,0,0,0,0,0,2500.0,1941.0,2000.0,2000.0,2049.0,2222.0,54096.5
100000,2,3,1,51,-1,-1,-1,-1,-1,-1,100.0,197.0,245.0,3210.0,318.0,797.0,711.6666666666666
50000,2,1,2,49,2,2,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,150.0
200000,2,1,2,40,-1,-1,-1,-1,-1,-1,9973.0,2457.0,0.0,948.0,0.0,1302.0,2477.8333333333335
150000,1,3,1,43,0,0,0,0,0,0,3008.0,2014.0,1599.0,2014.0,2018.0,1041.0,63063.666666666664
140000,2,2,1,58,2,2,2,2,2,2,3300.0,3200.0,2800.0,1200.0,4500.0,3000.0,71992.66666666667
460000,1,2,1,39,-2,-2,-2,-2,-2,-2,9916.0,9906.0,7596.0,4706.0,4328.0,7008.0,6190.333333333333
360000,1,1,1,47,-1,-1,-1,0,-1,-1,0.0,14802.75,3508.0,4876.0,4188.0,10007.0,60426.833333333336
300000,2,1,1,38,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,1100.0,65.0
320000,2,1,2,29,0,0,0,0,0,0,1955.0,2020.0,1605.0,12309.5,12465.5,5000.0,53913.333333333336
80000,2,2,1,42,0,0,-1,-1,0,0,5098.0,600.0,7450.0,1100.0,6992.5,0.0,37890.833333333336
220000,2,1,1,36,-1,-1,0,-1,-1,-1,4102.0,1111.0,1057.0,990.0,1324.0,1039.0,2096.6666666666665
20000,1,2,2,36,0,0,0,0,0,0,1300.0,2600.0,1500.0,1000.0,1000.0,2000.0,14378.166666666666
290000,1,1,1,40,0,0,0,0,-1,2,1619.0,4000.0,0.0,2242.0,0.0,4450.0,20252.666666666668
150000,2,2,2,25,2,2,2,2,2,2,5600.0,5700.0,0.0,9200.0,4500.0,0.0,118162.0
130000,1,3,2,49,2,0,0,0,0,0,2536.0,1857.0,1681.0,971.0,1186.0,1698.0,50368.5
20000,2,3,3,56,-1,2,-1,-1,0,-1,1473.0,1473.0,780.0,0.0,1766.0,0.0,1252.8333333333333
30000,2,2,3,41,1,2,2,2,2,2,1500.0,0.0,1675.0,0.0,1065.0,0.0,9595.666666666666
290000,1,1,2,36,0,0,0,0,0,0,11000.0,9500.0,4000.0,3003.0,2000.0,2000.0,156419.16666666666
320000,1,1,1,33,0,0,0,0,0,0,10000.0,14802.75,13584.25,12309.5,0.0,0.0,150328.5
200000,1,1,1,39,0,0,0,0,2,2,6500.0,8051.0,13000.0,6500.0,0.0,6700.0,193634.5
180000,2,1,2,26,0,0,0,0,0,0,2200.0,2200.0,2000.0,2000.0,2100.0,1600.0,50259.333333333336
50000,2,2,2,28,0,0,0,0,0,0,1492.0,1509.0,1600.0,1170.0,1177.0,1217.0,30870.166666666668
360000,2,1,1,32,-1,-1,-2,-1,0,0,0.0,0.0,685.0,0.0,845.0,53.0,524.8333333333334
230000,2,2,1,36,0,0,-1,2,-1,2,0.0,150.0,0.0,921.0,0.0,12494.0,9113.5
180000,2,1,2,27,0,0,0,0,0,0,8269.0,6606.0,5000.0,4900.0,4900.0,4900.0,151627.5
70000,1,2,1,37,2,2,2,2,2,2,2100.0,1800.0,0.0,3700.0,1900.0,2000.0,46206.666666666664
150000,2,2,1,35,0,0,0,0,0,0,5000.0,5045.0,2563.0,3006.0,3000.0,2218.0,80369.0
180000,2,3,0,45,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,691.3333333333334
280000,2,1,1,36,-1,-1,-1,-1,-1,-2,2120.0,1627.0,2649.0,0.0,0.0,0.0,1812.6666666666667
50000,1,2,2,22,-1,0,0,2,0,0,1277.0,2173.0,0.0,459.0,513.0,161.0,7768.333333333333
500000,2,1,2,36,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,1,2,2,30,0,0,0,0,0,0,2546.0,1300.0,700.0,700.0,900.0,600.0,21102.833333333332
400000,1,2,2,29,0,0,0,0,0,0,2005.0,1800.0,1800.0,1700.0,1700.0,1800.0,43634.333333333336
150000,2,2,2,25,0,0,0,0,0,0,5752.0,6308.0,13584.25,12309.5,9320.0,5977.0,149850.5
50000,2,2,2,24,0,0,0,0,0,0,1300.0,3962.5,1000.0,795.0,1000.0,1000.0,19330.666666666668
170000,1,2,1,54,-1,-1,-1,-2,-2,-1,116.0,0.0,0.0,0.0,275.0,0.0,96.16666666666667
240000,1,2,2,43,-1,-1,-1,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,291.0,291.0
150000,1,1,2,27,0,0,0,0,0,0,10000.0,6040.0,5750.0,3000.0,5000.0,12494.0,127062.0
360000,2,1,2,32,0,0,0,0,0,0,7294.0,6135.0,4504.0,4669.0,4060.0,3475.0,140343.5
310000,1,4,1,46,-1,-1,-1,-1,-1,-1,10414.0,14802.75,13584.25,12309.5,12465.5,12494.0,28486.166666666668
40000,2,3,1,48,2,2,-1,-1,-1,2,0.0,390.0,540.0,1080.0,0.0,780.0,555.0
240000,2,2,1,40,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,326.0
140000,1,2,1,34,0,0,0,0,0,0,4000.0,5000.0,5000.0,5000.0,5000.0,6922.125,35635.0
80000,2,3,1,53,1,-1,-1,-2,-2,-1,1710.0,0.0,0.0,0.0,496.0,2560.0,367.6666666666667
200000,2,4,2,34,-1,-1,-2,-2,-2,-1,4310.0,14802.75,4009.0,4945.0,429.0,0.0,5918.666666666667
90000,2,2,2,28,2,2,0,0,0,2,0.0,2368.0,2500.0,5140.0,0.0,2600.0,66879.66666666667
20000,2,2,2,24,0,0,0,0,0,0,1335.0,3962.5,370.0,350.0,176.0,94.0,14900.833333333334
50000,2,3,1,52,0,0,0,0,0,0,1500.0,1500.0,1000.0,1000.0,1000.0,1000.0,31099.333333333332
210000,2,2,1,36,-1,-1,-1,0,-1,-1,590.0,2042.0,0.0,396.0,396.0,396.0,911.0
50000,2,2,1,29,2,2,7,7,7,6,0.0,0.0,0.0,0.0,0.0,0.0,2450.0
320000,1,1,1,43,-1,0,0,0,0,0,10000.0,5000.0,0.0,0.0,0.0,0.0,18980.5
120000,2,2,2,45,0,0,0,0,0,0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,80000.0
320000,1,2,1,37,0,0,0,0,0,0,13200.0,13006.0,11500.0,9000.0,10000.0,8000.0,258114.83333333334
360000,1,3,1,32,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,5599.5
340000,2,2,2,38,-2,-2,-2,-2,-2,-2,780.0,0.0,0.0,0.0,0.0,0.0,130.0
20000,1,2,2,57,0,0,0,0,0,0,3000.0,1500.0,1600.0,900.0,900.0,600.0,19659.166666666668
360000,2,2,1,56,0,0,0,0,0,0,15071.0,14802.75,13584.25,12309.5,10442.0,9500.0,258114.83333333334
160000,1,2,1,32,0,0,0,0,0,0,4500.0,4500.0,4000.0,4000.0,4000.0,4000.0,98116.5
20000,1,1,1,53,0,0,0,0,0,0,1249.0,1260.0,570.0,436.0,1150.0,1000.0,15494.166666666666
90000,1,2,1,35,0,0,0,0,0,0,4000.0,5000.0,3100.0,1700.0,1421.0,319.0,67031.33333333333
210000,2,2,1,36,-1,-1,0,-1,-1,-1,8037.0,6018.0,5388.0,1191.0,1554.0,1870.0,4972.0
200000,1,2,1,46,1,-1,-1,-1,-1,-1,760.0,1281.0,1328.0,1114.0,1205.0,1403.0,948.0
100000,2,2,1,37,-1,0,0,0,0,0,3000.0,3403.0,2656.0,2500.0,2600.0,3000.0,77011.16666666667
220000,2,2,1,41,2,0,0,2,0,0,1465.0,3009.0,0.0,12309.5,12465.5,1240.0,43495.833333333336
340000,1,1,2,35,-1,-1,-1,-1,-1,-1,2873.0,0.0,7591.0,799.0,1214.0,12494.0,2214.0
200000,1,1,2,28,-1,-1,-1,-1,-1,-1,10712.0,1194.0,527.0,4537.0,5538.0,3883.0,3825.1666666666665
260000,1,5,1,42,0,0,0,0,0,0,8000.0,7100.0,13584.25,6500.0,6000.0,6500.0,182148.16666666666
220000,2,2,1,54,-1,-1,-1,-1,-2,-2,3011.0,147.0,0.0,0.0,0.0,0.0,1904.5
80000,1,2,1,49,0,0,0,0,-1,-1,2000.0,2000.0,2000.0,316.0,2523.0,316.0,5778.833333333333
80000,1,2,1,43,0,0,0,0,0,0,1582.0,8426.5,1491.0,3459.0,1650.0,6922.125,37103.333333333336
330000,1,1,1,57,-1,-1,-1,-1,-2,-1,552.0,5726.0,0.0,0.0,749.0,799.0,1224.0
50000,2,3,1,56,0,0,0,0,0,-1,1734.0,3962.5,1000.0,3574.5,3750.0,692.0,32134.5
120000,2,2,1,33,0,0,0,0,0,0,3204.0,3214.0,4001.0,3254.0,3325.0,3500.0,88458.0
240000,1,2,2,41,0,0,0,0,0,0,10000.0,11000.0,10300.0,7700.0,8000.0,8100.0,213846.16666666666
210000,2,2,1,42,-1,-1,-1,-2,-1,-1,2928.0,0.0,0.0,920.0,0.0,0.0,925.6666666666666
500000,1,1,1,41,-1,-1,-1,-1,-1,-1,6895.0,14802.75,3104.0,6300.0,10797.0,4882.0,10777.166666666666
200000,2,2,1,42,-1,-1,-1,-1,-1,-1,0.0,2521.0,6935.0,2255.0,3021.0,0.0,2665.3333333333335
140000,1,1,2,43,0,0,0,0,0,0,5100.0,4779.0,6000.0,6000.0,6000.0,5200.0,138105.66666666666
70000,2,2,2,30,2,2,2,0,0,2,1700.0,0.0,1300.0,1400.0,0.0,1400.0,15533.833333333334
310000,1,1,1,45,-2,-2,-2,-2,-2,-2,1174.0,6527.0,0.0,0.0,0.0,0.0,2771.1666666666665
20000,2,2,1,39,0,0,2,2,2,-1,3000.0,3000.0,290.0,3574.5,3750.0,0.0,21501.0
270000,1,1,1,61,0,0,0,0,0,0,2000.0,2000.0,2000.0,1000.0,2000.0,2000.0,11299.333333333334
140000,2,2,1,28,0,0,0,0,0,0,7028.0,6000.0,5026.0,5000.0,3000.0,2000.0,50904.333333333336
20000,1,3,2,24,0,0,0,0,0,2,1220.0,1533.0,676.0,2177.0,559.0,0.0,14349.333333333334
150000,1,2,2,26,0,0,-1,0,0,0,4213.0,14802.75,5023.0,4311.0,7030.0,3054.0,59822.0
60000,2,1,1,25,0,0,0,0,0,0,1432.0,8426.5,1960.0,1000.0,633.0,527.0,28653.0
400000,2,2,2,40,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150000,2,1,2,52,0,0,0,0,0,0,4771.0,4952.0,4019.0,4132.0,5037.0,3500.0,142259.0
80000,2,2,1,36,1,-2,-2,-2,-2,-2,8451.875,8426.5,7450.0,6784.625,6992.5,6922.125,10720.0
150000,2,3,1,33,0,0,0,0,0,-1,5000.0,4500.0,3300.0,300.0,2029.0,12494.0,9069.333333333334
80000,1,1,2,29,0,0,0,0,0,0,3000.0,3100.0,7000.0,3200.0,3500.0,3200.0,79552.16666666667
230000,1,1,2,40,-2,-2,-2,-2,-2,-2,7882.0,162.0,0.0,0.0,0.0,0.0,2426.3333333333335
350000,1,1,1,38,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320000,2,2,1,35,0,0,0,0,0,0,5057.0,4606.0,5800.0,3375.0,3324.0,2500.0,126871.83333333333
50000,1,3,1,55,0,0,0,2,2,-2,1750.0,3962.5,34.0,3574.5,712.0,729.0,40767.5
20000,1,3,1,45,1,3,2,2,0,0,0.0,1200.0,0.0,0.0,0.0,0.0,15196.333333333334
350000,2,2,1,36,0,0,0,0,0,0,15000.0,3000.0,3000.0,4000.0,10000.0,12494.0,38561.833333333336
250000,2,2,1,28,2,0,0,0,2,0,2000.0,2500.0,3100.0,0.0,2000.0,8000.0,31857.333333333332
50000,2,2,1,28,0,0,0,0,0,0,2500.0,1900.0,1898.0,2386.0,629.0,792.0,42303.166666666664
180000,1,3,2,47,0,0,0,0,2,0,4000.0,4000.0,7501.0,0.0,3001.0,10000.0,70827.16666666667
140000,1,1,2,35,0,0,0,0,0,0,8451.875,8426.5,5008.0,2018.0,2005.0,1005.0,14248.333333333334
110000,2,2,2,40,0,0,0,0,0,0,3255.0,3056.0,2802.0,2813.0,4000.0,3500.0,85808.83333333333
80000,2,2,2,24,0,0,2,2,2,2,6657.0,2629.0,0.0,6000.0,0.0,3000.0,75863.33333333333
250000,2,2,1,40,-2,-2,-2,-2,-2,-2,4843.0,2942.0,1057.0,1708.0,3014.0,3037.0,2491.0
50000,2,2,2,38,0,-1,-1,0,0,0,500.0,3962.5,800.0,800.0,800.0,900.0,12526.333333333334
140000,2,2,1,40,0,0,0,0,0,0,5000.0,5000.0,5000.0,3000.0,3000.0,4000.0,95992.0
420000,1,1,1,59,0,0,0,0,0,0,5300.0,4976.0,4899.0,3074.0,2023.0,3000.0,114765.0
290000,2,1,1,33,2,0,0,2,2,2,1354.0,3213.0,0.0,1616.0,0.0,724.0,34856.666666666664
140000,2,2,1,29,0,0,0,0,0,0,6029.0,8426.5,7450.0,3000.0,3000.0,3000.0,87144.0
20000,1,3,2,43,0,0,0,0,0,0,2000.0,1271.0,3000.0,1000.0,1000.0,1000.0,16283.833333333334
200000,1,3,2,33,0,0,0,0,0,0,7100.0,5354.0,4363.0,4816.0,4381.0,3330.0,143248.5
400000,2,1,2,32,0,0,0,0,0,0,5000.0,3000.0,5000.0,5000.0,5000.0,5000.0,56129.166666666664
450000,1,1,1,37,-2,-2,-2,-2,-2,-2,15071.0,14802.75,3005.0,12309.5,12465.5,12494.0,20118.666666666668
220000,2,2,1,41,-2,-2,-2,-2,-2,-2,2142.0,14802.75,1055.0,9569.0,6995.0,492.0,12581.333333333334
210000,1,2,1,42,-1,-1,-1,-1,-1,-1,5260.0,3298.0,2972.0,975.0,3441.0,1666.0,3173.6666666666665
360000,2,1,2,35,-1,0,0,-1,0,0,6000.0,3000.0,13584.25,5371.0,0.0,0.0,8449.0
130000,2,5,1,32,0,-1,-1,0,0,0,376.0,8426.5,575.0,449.0,1000.0,339.0,10845.166666666666
150000,2,3,1,45,0,0,0,0,0,0,2200.0,2200.0,2300.0,2213.0,2300.0,2245.0,60248.666666666664
250000,1,2,1,53,0,0,2,0,0,0,15071.0,0.0,7000.0,8000.0,8000.0,5000.0,175480.66666666666
170000,2,1,2,29,0,0,0,-1,0,0,10000.0,10000.0,13584.25,10000.0,12465.5,12494.0,60407.5
20000,1,1,2,30,-1,0,0,0,0,0,2697.0,3962.5,3000.0,3574.5,150.0,1832.0,52062.833333333336
500000,2,2,1,38,0,0,0,0,0,0,7000.0,7000.0,2000.0,5000.0,12465.5,3000.0,29245.833333333332
130000,2,2,1,47,0,0,0,0,0,0,3813.0,4013.0,1274.0,1878.0,3116.0,0.0,62086.833333333336
30000,2,2,1,33,0,0,0,0,0,0,1554.0,1650.0,950.0,800.0,800.0,500.0,27123.833333333332
260000,2,2,2,25,0,0,0,0,-1,0,5006.0,5000.0,5000.0,3491.0,3000.0,2000.0,11883.666666666666
340000,1,2,1,43,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390000,2,2,2,31,0,0,2,0,0,0,7600.0,20.0,3510.0,3349.0,3000.0,6000.0,87409.16666666667
370000,2,3,1,37,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000,2,2,1,46,0,0,0,0,0,0,3228.0,3000.0,2743.0,3000.0,3000.0,3000.0,77717.83333333333
20000,1,2,2,23,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460000,2,2,1,39,-1,-1,-1,-1,-1,-1,14029.0,2978.0,11402.0,12309.5,7090.0,793.0,9826.666666666666
160000,1,1,2,34,0,0,0,0,0,0,4000.0,3924.0,3200.0,3300.0,3425.0,3013.0,85390.33333333333
50000,2,2,1,42,0,0,0,0,0,0,3850.625,2000.0,2000.0,3000.0,2000.0,2000.0,22989.5
140000,1,1,1,38,-1,-1,0,-1,-1,-1,8451.875,8426.5,4457.0,3353.0,6992.5,0.0,10928.0
90000,1,1,2,36,-1,0,0,0,0,0,8451.875,8426.5,3000.0,2680.0,6992.5,3400.0,84841.16666666667
170000,1,1,2,39,0,0,0,0,0,0,5505.0,4849.0,4614.0,4600.0,3704.0,4506.0,126225.83333333333
30000,2,2,2,25,2,2,2,0,0,0,1800.0,0.0,1500.0,1200.0,1750.0,1300.0,26532.666666666668
80000,2,1,2,24,-1,-1,-1,-1,-1,-1,500.0,320.0,900.0,400.0,120.0,400.0,338.6666666666667
80000,2,3,2,55,1,-1,0,0,0,0,8451.875,3837.0,3141.0,2000.0,2000.0,2000.0,68993.0
30000,1,1,2,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70000,1,2,1,35,0,0,0,0,0,0,3237.0,4938.0,1693.0,5000.0,2200.0,1718.0,58994.166666666664
230000,2,2,2,36,-2,-2,-2,-2,-2,-2,358.0,285.0,219.0,416.0,142.0,3000.0,259.8333333333333
60000,2,2,1,35,0,0,0,0,0,0,2300.0,2000.0,1500.0,1500.0,1600.0,1400.0,48975.666666666664
180000,2,3,1,33,-1,-1,-1,-1,-1,-1,478.0,2272.0,3970.0,420.0,0.0,0.0,1254.6666666666667
50000,1,2,2,25,0,0,0,0,0,0,2000.0,2000.0,2000.0,1500.0,2000.0,2000.0,25186.166666666668
30000,2,2,1,45,-1,-1,2,2,-2,-2,780.0,0.0,0.0,0.0,0.0,0.0,325.0
100000,2,1,1,32,2,0,0,0,0,2,4620.0,4700.0,3900.0,6784.625,0.0,6922.125,98775.83333333333
50000,2,1,2,52,0,0,0,-2,-1,-1,1000.0,0.0,0.0,318.0,0.0,0.0,1290.1666666666667
420000,1,1,1,32,0,0,0,0,0,0,1585.0,1174.0,1133.0,291.0,318.0,277.0,62631.666666666664
320000,2,1,1,29,-1,0,0,-2,-2,-2,7329.0,0.0,0.0,0.0,0.0,0.0,1788.5
110000,2,2,2,24,-1,-1,-1,-1,-1,0,1362.0,1352.0,1867.0,6784.625,5000.0,3000.0,13800.5
150000,2,3,1,45,2,2,2,0,0,0,7333.0,4.0,4104.0,12309.5,2000.0,2200.0,125527.33333333333
130000,1,1,2,49,2,2,2,2,2,2,3000.0,0.0,5900.0,2900.0,2900.0,2900.0,71391.16666666667
280000,1,1,2,29,0,0,0,0,0,0,4547.0,4584.0,3647.0,3757.0,3799.0,3912.0,132133.66666666666
50000,1,3,1,57,2,0,0,0,0,0,1509.0,2003.0,1200.0,1281.0,1512.0,2308.0,16037.5
240000,2,2,2,26,0,0,0,0,0,0,6537.0,6349.0,5834.0,3870.0,4000.0,3825.0,128744.33333333333
30000,2,1,2,30,0,0,0,0,0,0,1600.0,2000.0,1500.0,1200.0,1330.0,2500.0,32903.5
180000,1,1,1,63,0,0,0,0,0,0,7000.0,5500.0,4218.0,4500.0,5000.0,4000.0,131202.83333333334
360000,2,2,2,23,0,0,-2,-2,-2,-2,2057.0,4294.0,8535.0,1535.0,5753.0,7792.0,10855.5
210000,1,3,1,44,1,2,2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,6263.0
360000,1,1,1,42,0,-1,-1,-1,-1,-1,15071.0,14802.75,1780.0,12309.5,0.0,0.0,20339.166666666668
210000,1,2,2,32,0,0,2,0,0,0,13000.0,0.0,5666.0,12309.5,6282.0,6494.0,170139.16666666666
20000,2,2,1,38,0,0,0,0,0,0,1500.0,1400.0,1500.0,1000.0,1000.0,0.0,13044.333333333334
100000,2,1,2,29,2,2,2,2,2,2,3000.0,1500.0,1500.0,5600.0,3100.0,2000.0,60036.166666666664
40000,1,2,1,37,0,0,2,0,0,0,3000.0,0.0,2000.0,2000.0,3000.0,2000.0,13181.166666666666
240000,1,2,1,44,-2,-2,-2,-1,0,0,10000.0,13000.0,13265.0,3392.0,1000.0,0.0,1715.6666666666667
80000,2,2,2,27,1,2,0,0,0,0,0.0,1900.0,1418.0,1800.0,1300.0,1000.0,44094.833333333336
30000,2,3,1,43,2,0,0,0,0,0,1702.0,1531.0,1544.0,702.0,724.0,557.0,21398.166666666668
360000,2,1,2,28,-1,-1,-1,-1,0,0,15023.0,14802.75,13584.25,11000.0,12465.5,5000.0,33356.333333333336
50000,2,3,2,23,0,0,0,0,0,0,1503.0,1493.0,1393.0,912.0,940.0,1000.0,28919.333333333332
140000,2,2,2,24,0,0,0,0,0,0,8451.875,8426.5,7450.0,628.0,1392.0,1200.0,31582.666666666668
20000,2,3,1,23,1,2,2,-2,-2,-2,480.0,0.0,0.0,0.0,0.0,0.0,4789.666666666667
50000,1,2,1,29,1,2,0,0,0,2,0.0,2000.0,1800.0,2200.0,0.0,2250.0,24723.5
70000,2,3,1,53,2,0,0,0,0,0,3000.0,3200.0,2000.0,2000.0,2000.0,2000.0,56776.666666666664
80000,1,1,2,26,0,0,0,0,0,0,3000.0,3010.0,4000.0,5000.0,3000.0,2200.0,54789.666666666664
280000,1,2,1,49,0,0,0,0,0,0,11000.0,10500.0,8010.0,7000.0,6000.0,4600.0,215023.66666666666
160000,2,2,2,31,0,0,0,0,0,2,8000.0,5014.0,4500.0,11781.0,0.0,4000.0,113114.33333333333
270000,2,3,1,58,-2,-2,-2,-2,-2,-2,1188.0,2078.0,795.0,828.0,1251.0,2267.0,1179.3333333333333
140000,2,1,1,33,0,0,0,0,0,0,1389.0,8426.5,915.0,788.0,791.0,821.0,24067.333333333332
200000,1,2,2,27,1,2,2,2,2,2,6501.0,0.0,10000.0,4001.0,5000.0,0.0,117126.0
60000,2,2,2,24,0,0,0,0,0,0,2000.0,2100.0,2000.0,2100.0,2000.0,2153.0,55204.833333333336
300000,1,1,1,58,1,2,2,2,2,2,6000.0,0.0,12000.0,6500.0,6500.0,6500.0,163708.83333333334
100000,2,2,2,25,0,0,0,0,0,0,4000.0,4000.0,4000.0,3500.0,3700.0,4000.0,99661.33333333333
160000,2,1,1,41,0,0,-1,0,0,0,3360.0,14802.75,2859.0,2638.0,3000.0,2584.0,105339.16666666667
80000,2,1,2,32,-1,-1,-1,-1,-1,-1,1147.0,1147.0,1147.0,1100.0,5100.0,6922.125,1790.1666666666667
210000,1,2,1,41,1,2,0,0,0,0,0.0,5000.0,3600.0,2000.0,2000.0,5000.0,104943.83333333333
80000,1,1,2,26,0,0,0,0,0,0,2500.0,2089.0,6000.0,200.0,0.0,0.0,36515.166666666664
310000,2,2,2,51,-2,-2,-2,-2,-2,-2,0.0,0.0,235.0,0.0,0.0,584.0,57.0
60000,2,2,2,25,0,0,0,0,0,0,4749.0,1621.0,1400.0,1395.0,1500.0,1795.0,42886.0
430000,2,1,2,29,0,0,0,0,0,0,3261.0,3051.0,1199.0,2000.0,2000.0,12494.0,44456.833333333336
40000,1,1,2,26,0,0,0,0,0,0,2000.0,2000.0,1000.0,1000.0,1000.0,1500.0,21439.5
170000,2,2,2,38,-1,-1,-1,-1,-1,-1,10539.0,2087.0,6720.0,12309.5,0.0,12494.0,9299.5
390000,2,2,1,39,-1,-1,-1,-1,-1,0,827.0,827.0,1036.0,12309.5,1000.0,1000.0,5647.0
260000,1,1,2,32,0,0,0,0,0,0,5940.0,6000.0,4500.0,4500.0,4546.0,4510.0,122561.83333333333
300000,2,2,1,46,0,0,-1,0,-1,0,3000.0,3000.0,2500.0,2367.0,5000.0,3000.0,4757.333333333333
90000,2,2,1,25,-1,-1,0,0,0,0,8451.875,8426.5,7450.0,5300.0,5000.0,2913.0,23533.666666666668
90000,1,1,1,34,0,0,0,-2,-2,-2,8451.875,0.0,0.0,0.0,0.0,0.0,32806.5
200000,1,2,1,29,-2,-2,-2,-2,-2,-2,3066.0,3555.0,13584.25,2435.0,1307.0,5839.0,4802.166666666667
200000,2,1,1,35,-1,-1,-1,-1,0,-1,2106.0,486.0,6175.0,1.0,390.0,390.0,3156.0
230000,2,1,2,27,0,0,0,2,0,0,3187.0,7100.0,0.0,2700.0,2000.0,1572.0,64869.166666666664
70000,2,3,1,40,0,0,0,0,0,0,2924.0,1924.0,1726.0,1763.0,2136.0,1384.0,56239.166666666664
420000,2,2,2,36,-1,-1,-1,0,-1,-1,15071.0,14802.75,13584.25,12309.5,12465.5,12494.0,23516.166666666668
300000,2,1,2,38,-2,-2,-2,-2,-2,-2,2060.0,2004.0,2003.0,1726.0,692.0,12494.0,5920.666666666667
50000,2,2,2,29,0,0,0,0,0,0,3000.0,2000.0,1200.0,1000.0,1300.0,1000.0,35234.666666666664
50000,1,2,1,36,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,2322.0,0.0,491.5
230000,2,1,1,30,0,0,0,0,-1,0,3025.0,5000.0,5000.0,12309.5,2000.0,2000.0,40085.166666666664
50000,2,3,2,28,0,0,0,0,0,0,2100.0,2500.0,4174.125,1100.0,2000.0,1500.0,43630.666666666664
150000,1,3,2,27,0,0,0,0,0,0,3029.0,4000.0,2258.0,2500.0,2500.0,1624.0,67716.16666666667
240000,2,1,2,27,-2,-1,-1,-1,-1,-2,5055.0,8774.0,1854.0,0.0,0.0,12494.0,3594.8333333333335
50000,2,1,2,22,0,0,0,0,0,0,2250.0,1587.0,1259.0,765.0,773.0,476.0,17748.0
180000,1,1,2,32,0,0,0,0,0,0,2937.0,2226.0,2271.0,2108.0,3012.0,1933.0,68759.33333333333
450000,1,1,2,31,-1,-1,-1,2,-1,0,1422.0,2000.0,0.0,12309.5,1000.0,1000.0,5914.666666666667
130000,2,1,1,47,0,0,0,0,0,0,4000.0,3000.0,5500.0,3000.0,3000.0,1700.0,82295.5
50000,2,2,2,22,0,0,0,0,0,0,2000.0,2000.0,4174.125,2000.0,1136.0,2000.0,43652.833333333336
230000,2,1,2,31,0,0,0,0,0,0,3687.0,4539.0,2220.0,3214.0,2407.0,2061.0,76609.66666666667
80000,2,1,2,25,-1,-1,2,-1,-1,-2,4830.0,0.0,6097.0,0.0,0.0,2169.0,2059.5
