id,avg_payment_ratio,total_bill_amt,total_pay_amt,default_history,credit_utilization
15953,0.24,463227.0,84682.125,0.0,0.93
15954,,4440.0,7371.0,0.0,0.04
15955,0.07,136283.0,5776.0,1.0,2.73
15956,0.28,46983.0,15500.0,0.0,0.22
15957,0.05,101825.0,2400.0,0.0,2.04
15958,0.05,795016.0,28365.5,1.0,3.98
15959,1.94,128733.0,25374.5,0.0,0.86
15960,0.03,349847.0,12074.5,1.0,7.0
15961,0.04,1107413.0,55719.0,0.0,3.69
15962,1.0,2212.0,1896.0,0.0,0.02
15963,0.04,1101436.0,40824.0,0.0,5.8
15964,0.04,412774.0,17532.0,0.0,5.9
15965,0.05,336164.0,12567.625,1.0,6.72
15966,0.05,135663.0,12114.125,0.0,2.71
15967,0.04,446258.0,16739.5,0.0,5.58
15968,0.06,168031.0,7194.0,1.0,5.6
15969,0.06,276615.0,14600.0,0.0,1.98
15970,0.17,119888.0,3186.0,1.0,5.99
15971,0.17,9717.0,1007.0,1.0,0.32
15972,0.03,742731.0,26303.0,0.0,2.86
15973,0.08,170747.0,9862.5,1.0,5.69
15974,,212992.0,9037.0,1.0,4.26
15975,0.12,135276.0,10962.5,0.0,2.71
15976,,94425.0,13000.0,1.0,1.57
15977,,114216.0,7500.0,1.0,2.28
15978,0.04,325641.0,11923.0,0.0,4.07
15979,0.04,441735.0,18117.0,1.0,5.52
15980,0.04,280151.0,8987.0,0.0,2.8
15981,,127548.0,4045.0,0.0,4.25
15982,0.06,158462.0,8818.0,0.0,5.28
15983,0.12,73514.0,5371.0,0.0,2.45
15984,,51427.0,20.0,1.0,1.03
15985,0.04,1286601.0,48094.0,1.0,5.36
15986,,379.0,379.0,0.0,0.01
15987,0.06,28641.0,1005.0,0.0,0.12
15988,0.07,186283.0,9100.0,1.0,3.73
15989,0.15,130625.0,14285.625,1.0,1.87
15990,0.03,351218.0,12496.0,0.0,4.39
15991,0.06,621436.0,27700.0,0.0,5.18
15992,0.18,221816.0,14154.0,0.0,2.22
15993,,49644.0,0.0,0.0,0.99
15994,0.08,113725.0,62762.25,0.0,0.36
15995,0.04,1225574.0,46605.0,0.0,5.57
15996,0.06,539237.0,27000.0,0.0,3.85
15997,0.04,768437.0,29786.0,1.0,5.49
15998,,148778.0,8166.5,0.0,2.98
15999,,2602.0,2064.0,1.0,0.04
16000,0.04,309405.0,9945.0,0.0,3.44
16001,,14400.0,0.0,1.0,0.72
16002,0.24,290272.0,36601.125,0.0,2.23
16003,0.04,395369.0,9991.0,1.0,4.94
16004,0.04,750936.0,26986.0,0.0,3.26
16005,0.07,157095.0,8106.0,0.0,0.87
16006,0.18,20566.0,12614.0,0.0,1.03
16007,0.31,125644.0,24377.75,0.0,0.6
16008,0.05,379192.0,12800.0,0.0,5.42
16009,0.14,106488.0,7110.0,0.0,2.13
16010,0.04,526660.0,21784.625,0.0,3.76
16011,0.07,138459.0,16885.625,0.0,1.38
16012,0.71,9529.0,3946.0,0.0,0.12
16013,,4288.0,7056.0,0.0,0.01
16014,,6822.0,5072.0,0.0,0.03
16015,1.0,1200.0,600.0,0.0,0.01
16016,0.03,227872.0,10709.0,0.0,4.56
16017,,767460.0,5000.0,0.0,5.48
16018,0.05,211914.0,8630.0,0.0,4.24
16019,0.04,892197.0,75231.0,0.0,1.78
16020,0.89,11836.0,11682.0,0.0,0.03
16021,,0.0,0.0,0.0,0.0
16022,2.32,2740.0,2614.0,0.0,0.01
16023,0.03,1008566.0,50254.0,0.0,3.6
16024,,4280.0,8080.0,0.0,0.01
16025,0.11,330658.0,14359.875,0.0,3.31
16026,,17425.0,600.0,1.0,0.58
16027,0.05,626884.0,24673.0,1.0,4.82
16028,,121692.0,5820.0,0.0,4.06
16029,0.08,110268.0,5489.0,1.0,2.21
16030,,6202.0,3326.0,1.0,0.08
16031,0.08,1001313.0,111449.0,0.0,1.76
16032,,127995.0,5100.0,0.0,6.4
16033,0.05,170405.0,7509.0,0.0,1.89
16034,0.04,708391.0,23600.0,1.0,4.72
16035,0.03,759541.0,20258.0,0.0,6.9
16036,0.0,185174.0,13085.0,0.0,1.09
16037,0.03,291481.0,12250.0,0.0,3.24
16038,0.04,288458.0,12500.0,0.0,2.62
16039,,3880.0,0.0,0.0,0.19
16040,,30000.0,0.0,1.0,0.15
16041,0.04,261618.0,10212.0,0.0,5.23
16042,0.06,133431.0,6991.0,0.0,2.67
16043,1.5,75130.0,15649.625,0.0,2.5
16044,,2386.0,2888.0,1.0,0.05
16045,0.29,63391.0,9100.0,0.0,0.79
16046,0.04,520406.0,12354.0,0.0,3.25
16047,,352.0,3330.0,1.0,0.04
16048,0.07,106730.0,4775.0,0.0,5.34
16049,0.04,257042.0,14691.0,0.0,3.67
16050,0.03,374545.0,13158.0,0.0,3.4
16051,0.94,69487.0,63487.0,0.0,0.46
16052,0.08,1548689.0,123419.375,0.0,3.1
16053,0.07,178698.0,8400.0,1.0,5.96
16054,0.09,41062.0,25530.0,0.0,0.26
16055,0.02,232935.0,95859.0,0.0,0.78
16056,0.03,789900.0,52902.75,0.0,3.95
16057,0.38,8678.0,4050.0,0.0,0.17
16058,0.03,227811.0,9200.0,0.0,2.85
16059,0.05,621716.0,26004.0,0.0,4.44
16060,0.05,275653.0,11938.0,1.0,4.59
16061,0.15,155842.0,9735.625,0.0,3.12
16062,0.05,178135.0,7873.0,0.0,5.94
16063,0.05,167220.0,7504.0,0.0,2.09
16064,0.0,295709.0,11143.0,0.0,5.91
16065,,6917.0,2124.0,0.0,0.08
16066,0.04,419008.0,14851.0,0.0,3.49
16067,,239325.0,10174.125,1.0,4.79
16068,0.09,473711.0,22000.0,0.0,5.92
16069,,15637.0,12548.0,0.0,0.1
16070,1.0,15396.0,10006.5,0.0,0.11
16071,0.08,117928.0,14500.125,0.0,2.36
16072,0.1,171458.0,15100.625,0.0,3.43
16073,0.19,137153.0,16287.25,0.0,2.74
16074,8.83,133783.0,46468.75,0.0,0.37
16075,0.03,135426.0,7284.0,0.0,1.13
16076,0.05,677355.0,21800.0,1.0,4.23
16077,0.14,55798.0,4624.0,0.0,0.56
16078,0.05,548165.0,21740.0,0.0,4.98
16079,,0.0,0.0,1.0,0.0
16080,0.04,530186.0,20516.0,0.0,4.82
16081,0.11,457014.0,25500.0,0.0,2.08
16082,0.02,449609.0,11442.0,0.0,4.5
16083,0.0,49794.0,3519.0,0.0,1.0
16084,0.37,13121.0,2000.0,0.0,0.09
16085,0.48,85384.0,16373.25,0.0,1.71
16086,0.12,80675.0,5908.0,1.0,2.69
16087,0.05,562095.0,27400.0,0.0,3.31
16088,,4119.0,3680.0,1.0,0.02
16089,0.55,10255.0,9161.0,1.0,0.04
16090,0.04,103459.0,2000.0,1.0,1.29
16091,1.0,5052.0,4656.0,0.0,0.03
16092,,477845.0,12720.0,1.0,4.78
16093,0.06,160853.0,7900.0,1.0,4.02
16094,0.04,1172875.0,45500.0,0.0,4.04
16095,0.03,696017.0,20048.0,1.0,4.35
16096,0.09,313313.0,16131.125,0.0,2.24
16097,,82150.0,8451.875,0.0,1.03
16098,0.11,111692.0,5974.125,1.0,3.72
16099,0.07,155088.0,6800.0,1.0,2.22
16100,2.8,4622.0,5423.0,1.0,0.15
16101,0.06,72244.0,3000.0,1.0,1.44
16102,0.06,230364.0,19880.0,0.0,0.4
16103,0.03,563605.0,33136.75,0.0,2.82
16104,,15988.0,936.0,0.0,1.6
16105,0.04,281501.0,10500.0,1.0,4.69
16106,0.05,512940.0,25000.0,1.0,2.33
16107,0.04,366677.0,16172.0,1.0,6.11
16108,0.03,849367.0,35000.0,1.0,3.03
16109,0.11,60815.0,5457.0,0.0,6.08
16110,0.04,1070627.0,42700.0,0.0,5.35
16111,0.02,227603.0,18403.0,1.0,1.14
16112,0.04,525369.0,29985.5,0.0,2.39
16113,0.06,1180728.0,60665.0,0.0,3.19
16114,0.15,94002.0,19204.0,0.0,0.94
16115,0.04,521367.0,24000.0,0.0,1.8
16116,,0.0,0.0,1.0,0.0
16117,0.04,1176481.0,46752.0,1.0,5.88
16118,0.24,271165.0,27919.375,0.0,2.47
16119,0.03,304916.0,11852.0,0.0,3.81
16120,0.04,580458.0,24100.0,0.0,5.8
16121,0.04,201862.0,8374.0,0.0,4.04
16122,,111925.0,5014.0,1.0,5.6
16123,1.09,87988.0,87646.0,0.0,0.29
16124,,71900.0,0.0,0.0,0.45
16125,0.13,57700.0,7540.0,1.0,0.72
16126,,108584.0,6200.0,1.0,3.62
16127,0.36,65836.0,5607.0,0.0,2.19
16128,0.03,269814.0,10200.0,0.0,4.5
16129,0.06,300348.0,24409.5,1.0,1.5
16130,0.06,90704.0,4743.0,0.0,1.81
16131,0.09,25672.0,6144.0,0.0,0.51
16132,,0.0,0.0,0.0,0.0
16133,0.06,173029.0,8821.0,1.0,5.77
16134,0.05,222685.0,9373.0,1.0,3.71
16135,,4514.0,3678.0,1.0,0.08
16136,0.08,236989.0,15605.625,1.0,4.74
16137,,1085286.0,34052.75,0.0,4.93
16138,0.01,245687.0,11580.5,1.0,4.91
16139,0.15,150463.0,6509.0,1.0,5.02
16140,0.06,131148.0,6696.0,0.0,0.47
16141,3.5,101888.0,22894.375,0.0,0.85
16142,,435494.0,18200.0,0.0,3.63
16143,0.07,108198.0,5647.0,0.0,1.55
16144,0.05,267502.0,10926.0,0.0,0.49
16145,0.05,681847.0,28675.0,0.0,3.1
16146,4.88,22746.0,20064.0,0.0,0.07
16147,0.85,40578.0,33418.5,0.0,0.37
16148,0.05,749179.0,30921.0,0.0,5.35
16149,0.05,1352450.0,69395.0,1.0,3.76
16150,0.74,7306.0,6111.0,0.0,0.03
16151,0.04,81849.0,19980.0,0.0,0.41
16152,0.12,31135.0,16796.125,0.0,0.52
16153,0.12,6341.0,5443.0,0.0,0.16
16154,0.22,120968.0,19284.625,0.0,1.01
16155,0.05,235719.0,12507.0,1.0,2.95
16156,,0.0,520.0,1.0,0.0
16157,1.11,34665.0,17953.625,1.0,1.73
16158,0.06,143478.0,8026.0,1.0,4.78
16159,0.05,908893.0,48537.5,0.0,5.05
16160,0.05,657753.0,31200.0,0.0,5.98
16161,0.05,622180.0,27500.0,0.0,2.49
16162,0.04,789672.0,29462.0,0.0,5.64
16163,0.04,388435.0,12192.0,1.0,4.86
16164,0.08,118841.0,7700.0,0.0,5.94
16165,0.21,101611.0,14500.0,0.0,2.03
16166,0.22,72776.0,8853.0,0.0,0.81
16167,0.09,63438.0,5834.0,0.0,3.17
16168,0.13,730837.0,46416.0,0.0,4.87
16169,1.0,17949.0,17953.0,0.0,0.12
16170,0.35,30835.0,3951.0,1.0,0.62
16171,0.34,2051.0,1119.0,0.0,0.02
16172,0.83,102484.0,81166.0,0.0,0.29
16173,0.08,149391.0,8969.0,0.0,4.98
16174,,30090.0,16965.5,0.0,0.2
16175,0.02,593881.0,17937.0,1.0,3.13
16176,0.36,22779.0,5388.0,0.0,0.07
16177,0.04,182305.0,7885.0,0.0,3.65
16178,,180374.0,7547.0,1.0,3.61
16179,,0.0,150.0,0.0,0.0
16180,1.89,6878.0,7010.0,1.0,0.03
16181,0.12,115254.0,28318.0,0.0,0.29
16182,1.73,84649.0,25304.75,1.0,0.45
16183,0.56,79668.0,26972.0,0.0,0.47
16184,,3766.0,1883.0,1.0,0.03
16185,0.04,642873.0,26713.75,1.0,4.59
16186,0.05,269212.0,19784.625,0.0,2.45
16187,0.05,20716.0,8315.0,0.0,0.08
16188,0.08,106924.0,14250.0,0.0,3.56
16189,,572663.0,19400.0,1.0,4.41
16190,0.36,556036.0,63216.5,0.0,2.93
16191,,49451.0,4049.0,1.0,4.95
16192,0.21,60294.0,11170.0,1.0,2.01
16193,0.08,755079.0,92122.125,0.0,2.52
16194,1.48,66767.0,69183.5,0.0,0.33
16195,0.04,734432.0,26342.0,0.0,5.65
16196,5.68,51418.0,56781.0,1.0,0.13
16197,0.05,597039.0,25161.0,0.0,2.71
16198,,315.0,480.0,0.0,0.0
16199,0.06,145134.0,6624.0,0.0,1.81
16200,0.05,292060.0,14885.125,0.0,5.84
16201,,0.0,0.0,0.0,0.0
16202,0.06,1346613.0,59000.0,0.0,3.37
16203,0.08,180422.0,10650.625,0.0,3.61
16204,0.25,18344.0,4761.0,0.0,0.13
16205,0.15,45473.0,5552.0,0.0,4.55
16206,0.29,12371.0,5860.0,0.0,0.15
16207,0.04,860311.0,32223.0,0.0,3.91
16208,0.04,430687.0,14504.0,0.0,5.38
16209,0.25,348392.0,110481.125,1.0,0.97
16210,0.08,112541.0,5720.0,1.0,5.63
16211,0.11,70586.0,4887.0,0.0,3.53
16212,0.08,117405.0,5404.0,0.0,5.87
16213,0.04,373049.0,14513.0,0.0,5.33
16214,0.07,147767.0,18565.5,0.0,0.7
16215,0.03,360239.0,10932.0,0.0,1.5
16216,0.06,165136.0,9750.0,0.0,3.3
16217,0.15,123626.0,15313.5,0.0,2.47
16218,,3474.0,1158.0,0.0,0.02
16219,0.03,546689.0,23799.625,0.0,4.56
16220,0.32,45596.0,4137.0,1.0,0.25
16221,4.07,101010.0,81924.0,0.0,0.35
16222,0.05,783030.0,30805.0,0.0,4.89
16223,0.04,428355.0,17700.0,1.0,5.35
16224,0.06,187511.0,9100.0,1.0,3.75
16225,,0.0,0.0,1.0,0.0
16226,0.06,140310.0,9137.0,1.0,2.81
16227,0.04,396358.0,15482.0,1.0,4.95
16228,,146068.0,4500.0,0.0,4.87
16229,,52372.0,3785.0,1.0,5.24
16230,0.11,183143.0,41804.0,0.0,0.92
16231,0.04,244502.0,11884.0,0.0,4.89
16232,0.06,1533876.0,92486.875,1.0,3.2
16233,0.52,126778.0,63665.0,0.0,0.49
16234,0.04,752992.0,39165.5,0.0,3.76
16235,,10551.0,15827.0,0.0,0.05
16236,0.06,318528.0,12700.0,1.0,4.55
16237,0.08,253798.0,9089.625,0.0,5.08
16238,0.15,97897.0,7093.0,1.0,4.89
16239,,32370.0,23385.625,0.0,0.4
16240,0.4,132332.0,39170.0,0.0,0.66
16241,,31246.0,14236.0,0.0,0.15
16242,0.04,245230.0,28791.0,0.0,1.17
16243,0.72,13045.0,9490.0,0.0,0.04
16244,0.14,399356.0,24735.0,1.0,4.99
16245,0.46,25188.0,5880.0,0.0,0.5
16246,0.64,17093.0,15480.0,0.0,0.85
16247,0.11,234247.0,9519.625,1.0,5.86
16248,0.07,200565.0,11500.0,1.0,4.01
16249,0.05,812426.0,35507.0,0.0,4.78
16250,1.0,369.0,246.0,0.0,0.0
16251,0.08,301008.0,11661.125,0.0,6.02
16252,0.16,169034.0,11371.625,0.0,5.63
16253,0.04,743526.0,33275.0,0.0,3.72
16254,0.04,1106283.0,40457.0,0.0,4.25
16255,0.05,372296.0,19913.125,1.0,4.65
16256,,0.0,0.0,0.0,0.0
16257,0.84,15910.0,14633.0,0.0,0.12
16258,0.08,821084.0,31812.0,1.0,4.32
16259,0.05,644423.0,24458.125,0.0,5.86
16260,0.09,229985.0,8969.0,1.0,3.83
16261,,228063.0,9362.5,0.0,5.7
16262,0.67,13153.0,13514.0,0.0,0.16
16263,0.12,300807.0,21101.0,0.0,3.01
16264,0.03,591243.0,18587.0,0.0,1.48
16265,0.1,284254.0,11164.0,1.0,4.06
16266,0.75,31109.0,30750.0,0.0,0.06
16267,0.04,784461.0,28867.0,0.0,4.13
16268,0.33,36440.0,6314.0,0.0,0.18
16269,0.1,382647.0,70747.0,0.0,1.82
16270,0.03,992112.0,32804.0,0.0,2.92
16271,0.98,835934.0,48813.5,0.0,4.64
16272,0.2,112048.0,17143.5,0.0,1.02
16273,0.04,47015.0,22818.125,0.0,0.59
16274,0.12,62784.0,4585.0,0.0,2.09
16275,,7196.0,3423.0,0.0,0.04
16276,0.06,325453.0,15000.0,0.0,4.07
16277,0.68,156956.0,53937.125,1.0,0.52
16278,0.03,1208076.0,54000.0,0.0,4.31
16279,,9221.0,16908.125,0.0,0.08
16280,0.03,585252.0,23757.0,0.0,4.5
16281,0.01,130387.0,69529.75,0.0,0.26
16282,,0.0,0.0,0.0,0.0
16283,1.12,46332.0,34610.0,0.0,0.1
16284,0.05,855280.0,33248.0,0.0,3.72
16285,0.11,346504.0,9534.875,0.0,4.33
16286,3.01,3435.0,2383.0,0.0,0.01
16287,0.09,849157.0,33183.0,0.0,5.66
16288,,23280.0,0.0,0.0,0.47
16289,0.06,159699.0,9250.0,1.0,5.32
16290,,598821.0,18919.0,1.0,5.99
16291,,1032258.0,32180.0,1.0,5.43
16292,0.14,36669.0,13090.0,0.0,0.28
16293,0.07,39905.0,1892.0,1.0,1.33
16294,0.05,178050.0,6505.0,0.0,5.94
16295,0.09,568884.0,22850.0,1.0,5.17
16296,0.05,542740.0,22750.0,0.0,4.52
16297,0.13,158920.0,16443.125,0.0,5.3
16298,0.16,55080.0,4958.0,1.0,1.84
16299,0.08,84359.0,6000.0,0.0,2.81
16300,0.53,55201.0,4876.0,1.0,5.52
16301,0.05,757639.0,32700.0,0.0,1.89
16302,0.1,41096.0,3000.0,0.0,2.05
16303,0.09,115831.0,6121.0,1.0,5.79
16304,0.49,120228.0,85383.0,0.0,0.24
16305,,156561.0,5200.0,1.0,5.22
16306,,15081.0,1000.0,1.0,0.3
16307,0.1,172816.0,15005.0,0.0,5.76
16308,0.12,71834.0,10250.0,1.0,2.39
16309,0.11,256253.0,20732.5,0.0,2.33
16310,0.04,249951.0,10100.0,0.0,2.5
16311,0.07,724051.0,51990.5,0.0,3.62
16312,0.04,310599.0,12617.0,0.0,2.82
16313,0.03,697411.0,24343.0,0.0,4.98
16314,0.04,411638.0,15131.0,0.0,5.88
16315,0.06,211017.0,15153.5,0.0,1.62
16316,2.0,1950.0,780.0,0.0,0.07
16317,0.05,454360.0,30229.0,0.0,2.84
16318,0.04,161428.0,9697.125,0.0,3.23
16319,1.29,21464.0,17879.0,0.0,0.27
16320,0.08,254067.0,10676.625,0.0,5.08
16321,0.05,180921.0,7964.0,0.0,3.62
16322,0.22,26459.0,24081.0,0.0,0.15
16323,,746.0,746.0,1.0,0.01
16324,,205509.0,43961.0,0.0,0.49
16325,,110575.0,0.0,1.0,0.79
16326,0.1,81754.0,7427.0,0.0,4.09
16327,0.04,328928.0,32938.25,1.0,1.64
16328,,0.0,0.0,0.0,0.0
16329,0.08,133819.0,7870.0,0.0,1.12
16330,0.04,960294.0,39429.0,0.0,4.57
16331,,152738.0,8351.5,1.0,5.09
16332,0.04,382908.0,16090.0,0.0,4.79
16333,0.03,496480.0,19751.0,0.0,4.51
16334,0.03,249321.0,9590.0,1.0,4.16
16335,0.03,193087.0,27535.625,0.0,3.22
16336,,0.0,0.0,0.0,0.0
16337,0.05,246402.0,13361.0,0.0,4.11
16338,,56035.0,39681.0,1.0,0.11
16339,0.08,1548689.0,92078.125,1.0,3.69
16340,,101978.0,6156.0,1.0,3.4
16341,0.32,18686.0,4600.0,0.0,0.11
16342,,13663.0,12415.0,0.0,0.07
16343,0.04,668287.0,26781.0,0.0,4.18
16344,0.0,1180455.0,38175.0,1.0,5.9
16345,0.07,116204.0,6506.0,0.0,5.81
16346,0.04,513615.0,20523.0,0.0,2.7
16347,,12678.0,5529.0,1.0,0.18
16348,0.05,879566.0,28300.0,0.0,4.0
16349,0.57,83305.0,55078.0,0.0,0.17
16350,29.09,57460.0,49030.0,1.0,0.27
16351,0.04,282886.0,12986.0,0.0,5.66
16352,0.04,907436.0,39700.0,0.0,5.67
16353,0.1,92070.0,8698.0,1.0,4.6
16354,0.04,256440.0,12320.0,1.0,3.66
16355,0.13,382969.0,25000.0,0.0,1.74
16356,,2394.0,1392.0,0.0,0.01
16357,0.03,446172.0,19390.0,0.0,3.43
16358,0.09,108515.0,5309.0,0.0,3.62
16359,0.38,11901.0,7545.0,0.0,0.05
16360,0.0,194160.0,6662.0,0.0,0.84
16361,,0.0,0.0,0.0,0.0
16362,2.05,25082.0,32288.0,0.0,0.1
16363,,3225.0,2647.0,0.0,0.01
16364,1.0,5621.0,6849.0,0.0,0.02
16365,3.52,18946.0,18466.0,0.0,0.08
16366,3.34,3855.0,5559.0,0.0,0.01
16367,0.21,5842.0,3955.0,0.0,0.04
16368,0.05,1548689.0,72071.0,1.0,4.08
16369,0.05,798669.0,38500.0,0.0,4.2
16370,0.09,349897.0,55380.125,0.0,0.7
16371,0.55,27346.0,12836.0,0.0,0.14
16372,0.25,174074.0,43765.0,0.0,0.56
16373,0.05,163106.0,6380.0,0.0,5.44
16374,0.04,395125.0,35542.75,0.0,1.41
16375,0.09,120396.0,7100.0,1.0,1.5
16376,1.99,19223.0,14454.0,1.0,0.13
16377,0.26,72179.0,4900.0,1.0,2.41
16378,0.04,731452.0,30645.0,0.0,4.3
16379,0.04,301218.0,14000.0,0.0,2.74
16380,0.07,176692.0,8013.0,1.0,5.89
16381,0.06,218636.0,12500.0,1.0,2.43
16382,0.05,240489.0,15015.0,1.0,4.81
16383,,1884.0,1500.0,1.0,0.02
16384,,109248.0,3800.0,0.0,5.46
16385,1.0,34476.0,13969.5,0.0,0.16
16386,1.0,7034.0,9614.0,0.0,0.03
16387,2.33,11147.0,7993.0,1.0,0.07
16388,0.07,405747.0,77829.125,0.0,0.9
16389,0.35,46557.0,26952.0,0.0,0.12
16390,,218299.0,9873.0,0.0,2.43
16391,0.03,260258.0,8809.0,1.0,4.34
16392,1.21,29145.0,18725.5,1.0,0.16
16393,0.91,85337.0,29309.625,0.0,1.07
16394,,16265.0,18619.0,0.0,0.09
16395,10.26,42575.0,44266.0,0.0,0.13
16396,0.17,119213.0,21031.0,0.0,0.37
16397,0.04,437259.0,13622.0,0.0,4.37
16398,0.07,105108.0,6987.0,0.0,5.26
16399,,3590.0,4192.0,0.0,0.03
16400,0.53,7590.0,7612.0,0.0,0.08
16401,,63202.0,4572.0,1.0,6.32
16402,0.09,157321.0,9942.0,0.0,5.24
16403,0.05,167791.0,10008.0,0.0,3.36
16404,0.12,95910.0,12250.0,0.0,4.8
16405,,500.0,500.0,0.0,0.0
16406,0.07,113023.0,33688.0,1.0,0.35
16407,,5413.0,5285.0,1.0,0.02
16408,,0.0,1562.0,0.0,0.0
16409,0.04,744494.0,31014.0,0.0,5.32
16410,0.03,744804.0,65086.875,0.0,1.77
16411,0.24,110356.0,6645.0,0.0,0.74
16412,0.33,45232.0,8367.0,0.0,0.23
16413,,3210.0,0.0,0.0,0.01
16414,0.11,132846.0,9000.0,0.0,4.43
16415,0.04,148953.0,7044.0,0.0,4.97
16416,0.08,122893.0,6000.0,0.0,2.46
16417,,1733.0,4240.0,0.0,0.0
16418,0.04,1098307.0,43300.0,0.0,3.92
16419,0.03,174677.0,17053.0,0.0,0.87
16420,,1526.0,0.0,0.0,0.01
16421,0.91,240753.0,103726.75,0.0,0.75
16422,0.04,261330.0,10075.0,0.0,4.36
16423,0.05,762774.0,34801.0,0.0,5.87
16424,0.06,164850.0,11100.0,1.0,5.5
16425,0.08,782542.0,36300.0,0.0,3.91
16426,0.91,27233.0,36391.0,0.0,0.16
16427,0.05,584294.0,25956.0,0.0,7.3
16428,,706.0,18821.0,0.0,0.0
16429,0.36,4595.0,3504.0,0.0,0.09
16430,,143024.0,19053.5,0.0,1.59
16431,0.04,719439.0,24571.0,0.0,2.06
16432,0.11,176866.0,8353.0,0.0,1.61
16433,0.02,717813.0,25491.5,1.0,5.98
16434,0.11,75950.0,7714.0,1.0,2.53
16435,0.1,102439.0,8100.0,1.0,3.41
16436,,6811.0,0.0,0.0,0.03
16437,0.06,97640.0,6263.0,0.0,1.95
16438,0.16,715142.0,51718.25,0.0,4.47
16439,0.38,27632.0,18355.0,1.0,0.2
16440,,317132.0,9783.0,1.0,3.96
16441,1.42,4339.0,5095.0,1.0,0.43
16442,,2365.0,1320.0,0.0,0.01
16443,0.05,278396.0,12300.0,0.0,3.09
16444,,0.0,930.0,0.0,0.0
16445,0.08,165107.0,8851.0,0.0,5.5
16446,0.04,285787.0,10478.0,0.0,3.57
16447,0.11,106030.0,8462.5,1.0,5.3
16448,0.35,37470.0,8538.0,0.0,1.87
16449,0.04,199129.0,10137.0,1.0,3.98
16450,,26275.0,25472.25,0.0,0.22
16451,0.12,181532.0,9063.0,0.0,6.05
16452,0.08,97504.0,5100.0,1.0,3.25
16453,0.11,263140.0,30096.0,0.0,3.29
16454,0.06,145220.0,7790.0,0.0,2.9
16455,0.05,403184.0,17900.0,1.0,5.04
16456,0.06,573271.0,27980.125,0.0,5.73
16457,0.09,125430.0,9100.0,1.0,4.18
16458,0.08,470512.0,32002.0,0.0,3.62
16459,,51937.0,4466.0,0.0,2.6
16460,,82150.0,0.0,1.0,1.03
16461,0.03,517718.0,19100.0,0.0,5.18
16462,0.14,85557.0,7642.0,1.0,4.28
16463,0.04,615164.0,25922.125,0.0,5.13
16464,0.92,45783.0,6491.0,1.0,0.92
16465,0.04,349621.0,12830.0,0.0,4.37
16466,0.13,112632.0,7688.0,0.0,1.25
16467,0.07,194737.0,13777.0,0.0,3.25
16468,0.05,183597.0,8657.0,1.0,1.84
16469,0.04,296875.0,11523.0,0.0,5.94
16470,0.09,115145.0,6679.0,1.0,3.84
16471,1.14,32693.0,28625.0,0.0,0.14
16472,0.04,536276.0,27186.0,0.0,2.68
16473,21.67,68728.0,18922.875,0.0,0.53
16474,0.05,643205.0,26151.5,0.0,5.85
16475,0.05,121143.0,7153.0,0.0,2.42
16476,0.29,66608.0,12000.0,1.0,3.33
16477,0.16,96407.0,9605.0,0.0,1.93
16478,0.05,302970.0,12600.0,1.0,3.79
16479,0.09,99325.0,9836.0,1.0,4.97
16480,,73788.0,4604.0,1.0,3.69
16481,0.25,95428.0,8390.0,1.0,3.18
16482,0.04,1187907.0,55852.0,0.0,4.95
16483,,1298.0,2567.0,1.0,0.03
16484,0.6,8929.0,4231.0,0.0,0.11
16485,,6037.0,7235.0,1.0,0.03
16486,0.04,1231569.0,49200.0,0.0,5.13
16487,0.03,504980.0,17678.0,0.0,4.21
16488,0.1,100294.0,5962.5,1.0,5.01
16489,0.15,188894.0,6088.0,0.0,1.89
16490,,6300.0,0.0,1.0,0.21
16491,0.2,118121.0,7866.625,1.0,3.94
16492,0.07,251663.0,9300.0,0.0,5.03
16493,0.03,276930.0,11100.0,0.0,2.77
16494,0.05,316759.0,13450.0,0.0,3.96
16495,9.48,86412.0,31320.875,0.0,1.44
16496,0.0,433588.0,14416.0,1.0,3.61
16497,0.36,29471.0,5208.0,0.0,1.47
16498,0.06,108810.0,6200.0,0.0,5.44
16499,0.04,176688.0,7379.0,0.0,3.53
16500,,184521.0,10724.5,0.0,3.69
16501,0.08,105969.0,6410.0,1.0,2.12
16502,0.13,37379.0,3600.0,0.0,3.74
16503,0.11,94775.0,7000.0,1.0,4.74
16504,0.21,50016.0,5700.0,0.0,1.67
16505,0.18,54706.0,15212.5,0.0,5.47
16506,,48065.0,1750.0,1.0,4.81
16507,0.89,419942.0,49223.25,1.0,2.8
16508,0.07,290237.0,14794.0,1.0,3.63
16509,0.28,22175.0,4594.0,0.0,1.11
16510,1.58,10511.0,7878.0,1.0,0.09
16511,0.05,198031.0,12286.5,0.0,4.95
16512,0.06,102775.0,5700.0,1.0,5.14
16513,0.26,80571.0,6900.0,1.0,0.81
16514,2.23,28056.0,39734.0,0.0,0.18
16515,,116252.0,4962.5,1.0,5.81
16516,0.09,311861.0,9998.0,1.0,5.2
16517,0.06,427548.0,40316.75,0.0,2.85
16518,,234097.0,8456.0,1.0,5.85
16519,0.06,157775.0,7251.0,0.0,5.26
16520,0.05,1548689.0,62930.0,1.0,3.69
16521,,93715.0,6400.0,0.0,4.69
16522,0.03,137828.0,3400.0,1.0,2.76
16523,,111300.0,6750.0,0.0,5.57
16524,0.09,112608.0,6142.0,0.0,5.63
